Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13,0.056514375091610135,0.06482531442338331,0.056514375091610135,0.06205500289797783,1031788800,0.0,0.0
1986-03-14,0.0620550339001823,0.06537940748927697,0.0620550339001823,0.06427128612995148,308160000,0.0,0.0
1986-03-17,0.06427130421220585,0.06593349147439724,0.06427130421220585,0.06537942588329315,133171200,0.0,0.0
1986-03-18,0.06537940293196419,0.06593346832856456,0.06316315561223904,0.06371721625328064,67766400,0.0,0.0
1986-03-19,0.0637172098772744,0.06427127521843097,0.06205502336492129,0.06260908395051956,47894400,0.0,0.0
1986-03-20,0.06260906020237915,0.06260906020237915,0.06039280918951202,0.06094687432050705,58435200,0.0,0.0
1986-03-21,0.060946899693120206,0.06205502566087422,0.05817658715151439,0.05928471311926842,59990400,0.0,0.0
1986-03-24,0.05928470962176637,0.05928470962176637,0.05706845781700613,0.0576225183904171,65289600,0.0,0.0
1986-03-25,0.05762250639502725,0.058730632066726685,0.05706844593695613,0.058730632066726685,32083200,0.0,0.0
1986-03-26,0.058730629560857325,0.060946880809695035,0.058176569126426395,0.06039281561970711,22752000,0.0,0.0
1986-03-27,0.0603928258358867,0.061500951647758484,0.0603928258358867,0.061500951647758484,16848000,0.0,0.0
1986-03-31,0.061500934695945586,0.061500934695945586,0.059838748814073486,0.06094687432050705,12873600,0.0,0.0
1986-04-01,0.060946880809695035,0.060946880809695035,0.06039281561970711,0.06039281561970711,11088000,0.0,0.0
1986-04-02,0.06039280918951202,0.06205499982694061,0.06039280918951202,0.06094687432050705,27014400,0.0,0.0
1986-04-03,0.061500951647758484,0.06316314274334506,0.061500951647758484,0.061500951647758484,23040000,0.0,0.0
1986-04-04,0.061500951647758484,0.06205501693147328,0.061500951647758484,0.061500951647758484,26582400,0.0,0.0
1986-04-07,0.061500941244125966,0.062055006434113893,0.05928469475084525,0.06039281561970711,16560000,0.0,0.0
1986-04-08,0.06039280918951202,0.06205499982694061,0.06039280918951202,0.06094687432050705,10252800,0.0,0.0
1986-04-09,0.06094687733670429,0.06260906330083624,0.06094687733670429,0.06205500289797783,12153600,0.0,0.0
1986-04-10,0.06205502336492129,0.06316314929167613,0.06094689743816645,0.06260908395051956,13881600,0.0,0.0
1986-04-11,0.06316315561223904,0.0648253422909226,0.06316315561223904,0.06371721625328064,17222400,0.0,0.0
1986-04-14,0.06371722069472963,0.06482534680961421,0.06371722069472963,0.06427128612995148,12153600,0.0,0.0
1986-04-15,0.06427128612995148,0.06427128612995148,0.0620550339001823,0.06427128612995148,9302400,0.0,0.0
1986-04-16,0.06427127388130749,0.06704158626278084,0.06371720855167791,0.06648752093315125,31910400,0.0,0.0
1986-04-17,0.06648754022062399,0.06704160571098328,0.06648754022062399,0.06704160571098328,22003200,0.0,0.0
1986-04-18,0.06704159314021642,0.06704159314021642,0.06427128047455163,0.06482534110546112,21628800,0.0,0.0
1986-04-21,0.06482534110546112,0.06537940173637061,0.06316315445717398,0.06482534110546112,22924800,0.0,0.0
1986-04-22,0.0648253422909226,0.0648253422909226,0.06371721625328064,0.06371721625328064,15552000,0.0,0.0
1986-04-23,0.06371722085110479,0.06427128628768643,0.06316316017008228,0.06399425119161606,15609600,0.0,0.0
1986-04-24,0.063994257981883,0.07147410650270931,0.06371722761197676,0.07036598026752472,62352000,0.0,0.0
1986-04-25,0.07092001932496288,0.0778457997685886,0.07092001932496288,0.07479845732450485,85795200,0.0,0.0
1986-04-28,0.07479844441181617,0.07590657004260866,0.07424438397419843,0.0753525048494339,28886400,0.0,0.0
1986-04-29,0.07535253993595882,0.07535253993595882,0.07258222694681077,0.07313629239797592,30326400,0.0,0.0
1986-04-30,0.07313628157039846,0.07369034218397759,0.06981190362224808,0.071474090218544,30902400,0.0,0.0
1986-05-01,0.07147410650270931,0.07147410650270931,0.06925785878789974,0.07036598026752472,54345600,0.0,0.0
1986-05-02,0.07036598026752472,0.07147410650270931,0.06981191952771222,0.07036598026752472,20246400,0.0,0.0
1986-05-05,0.07036595603872797,0.07036595603872797,0.06981189548969269,0.06981189548969269,3254400,0.0,0.0
1986-05-06,0.07036598026752472,0.07147410650270931,0.07036598026752472,0.07036598026752472,9734400,0.0,0.0
1986-05-07,0.07036598026752472,0.07092004576289682,0.06925785878789974,0.07036598026752472,5155200,0.0,0.0
1986-05-08,0.07036596243747642,0.07092002779245377,0.06981190183805748,0.07092002779245377,3542400,0.0,0.0
1986-05-09,0.07092004576289682,0.07092004576289682,0.07036598026752472,0.07036598026752472,6076800,0.0,0.0
