Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17,0.20076613128185272,0.2039783770305402,0.20076613128185272,0.20076613128185272,10924800,0.0,0.0
1980-03-18,0.2007662411636334,0.202372364917028,0.19916009902954102,0.19916009902954102,17068800,0.0,0.0
1980-03-19,0.20397844910621643,0.20719071437064385,0.20397844910621643,0.20397844910621643,18508800,0.0,0.0
1980-03-20,0.20397844825439018,0.20638764259747627,0.2031753957271576,0.2031753957271576,11174400,0.0,0.0
1980-03-21,0.1991599972683407,0.1991599972683407,0.19594775140285492,0.19594775140285492,12172800,0.0,0.0
1980-03-24,0.19514468928972553,0.19514468928972553,0.19193242490291595,0.19193242490291595,8966400,0.0,0.0
1980-03-25,0.19273553788661957,0.1959478029782943,0.19273553788661957,0.19273553788661957,11347200,0.0,0.0
1980-03-26,0.19273558467622695,0.19434170842162962,0.19112946093082428,0.19112946093082428,16262400,0.0,0.0
1980-03-27,0.18791716514810197,0.18791716514810197,0.18470489978790283,0.18470489978790283,26918400,0.0,0.0
1980-03-28,0.19193242490291595,0.19514468928972553,0.19193242490291595,0.19193242490291595,20102400,0.0,0.0
1980-03-31,0.19835694134235382,0.20156918714873112,0.19835694134235382,0.19835694134235382,9004800,0.0,0.0
1980-04-01,0.19916009902954102,0.202372364917028,0.19916009902954102,0.19916009902954102,8179200,0.0,0.0
1980-04-02,0.20076613128185272,0.2039783770305402,0.20076613128185272,0.20076613128185272,12556800,0.0,0.0
1980-04-03,0.19996306904609662,0.19996306904609662,0.19675080478191376,0.19675080478191376,6988800,0.0,0.0
1980-04-07,0.19514468928972553,0.19514468928972553,0.19193242490291595,0.19193242490291595,13478400,0.0,0.0
1980-04-08,0.19273553788661957,0.1959478029782943,0.19273553788661957,0.19273553788661957,29184000,0.0,0.0
1980-04-09,0.19193241248142717,0.19193241248142717,0.18872016668319702,0.18872016668319702,11558400,0.0,0.0
1980-04-10,0.1887201690529627,0.19112936262223165,0.187917098402977,0.187917098402977,14784000,0.0,0.0
1980-04-11,0.187917098402977,0.19112936262223165,0.187917098402977,0.187917098402977,9523200,0.0,0.0
1980-04-14,0.18952324986457825,0.19273551456760193,0.18952324986457825,0.18952324986457825,8025600,0.0,0.0
1980-04-15,0.18952319353649463,0.19032626406874315,0.18711400032043457,0.18711400032043457,10598400,0.0,0.0
1980-04-16,0.18309872476028458,0.18309872476028458,0.17988646030426025,0.17988646030426025,10752000,0.0,0.0
1980-04-17,0.17988650862743133,0.17988650862743133,0.1766742616891861,0.1766742616891861,17702400,0.0,0.0
1980-04-18,0.17908337712287903,0.1822956226448008,0.17908337712287903,0.17908337712287903,18739200,0.0,0.0
1980-04-21,0.1790833366375024,0.18068945903536712,0.17747719585895538,0.17747719585895538,9043200,0.0,0.0
1980-04-22,0.18550793826580048,0.18872020306396692,0.18550793826580048,0.18550793826580048,20428800,0.0,0.0
1980-04-23,0.19675080478191376,0.19996306904609662,0.19675080478191376,0.19675080478191376,14822400,0.0,0.0
1980-04-24,0.19755394756793976,0.20076621300488595,0.19755394756793976,0.19755394756793976,8832000,0.0,0.0
1980-04-25,0.19755384887222727,0.19755384887222727,0.19434158504009247,0.19434158504009247,7104000,0.0,0.0
1980-04-28,0.1943416612421103,0.1959478029782943,0.19273553788661957,0.19273553788661957,6931200,0.0,0.0
1980-04-29,0.19434158504009247,0.19755384887222727,0.19434158504009247,0.19434158504009247,6297600,0.0,0.0
1980-04-30,0.19675080478191376,0.19996306904609662,0.19675080478191376,0.19675080478191376,7065600,0.0,0.0
1980-05-01,0.19755394756793976,0.20076621300488595,0.19755394756793976,0.19755394756793976,7008000,0.0,0.0
1980-05-02,0.20076613128185272,0.2039783770305402,0.20076613128185272,0.20076613128185272,5510400,0.0,0.0
1980-05-05,0.2031753957271576,0.20638764259747627,0.2031753957271576,0.2031753957271576,3513600,0.0,0.0
1980-05-06,0.20317538340499855,0.2055845776019721,0.20237231254577637,0.20237231254577637,6988800,0.0,0.0
1980-05-07,0.20237231254577637,0.2055845776019721,0.20237231254577637,0.20237231254577637,6393600,0.0,0.0
1980-05-08,0.20237233193523912,0.2031754028714042,0.19996313750743866,0.19996313750743866,7468800,0.0,0.0
1980-05-09,0.20237231254577637,0.2055845776019721,0.20237231254577637,0.20237231254577637,16684800,0.0,0.0
1980-05-12,0.20237228521399586,0.20478147908559105,0.20156921446323395,0.20156921446323395,8582400,0.0,0.0
1980-05-13,0.2055846005678177,0.20879684760216033,0.2055846005678177,0.2055846005678177,7372800,0.0,0.0
1980-05-14,0.20879685878753662,0.2120091243746574,0.20879685878753662,0.20879685878753662,4742400,0.0,0.0
1980-05-15,0.2104029804468155,0.2136152273429417,0.2104029804468155,0.2104029804468155,8102400,0.0,0.0
1980-05-16,0.21281206607818604,0.21602431133309483,0.21281206607818604,0.21281206607818604,4838400,0.0,0.0
1980-05-19,0.21361510455608368,0.2168273679864817,0.21361510455608368,0.21361510455608368,8640000,0.0,0.0
1980-05-20,0.2136151227000042,0.2144181932209854,0.21120592951774597,0.21120592951774597,21811200,0.0,0.0
1980-05-21,0.20959985884218874,0.20959985884218874,0.20638759434223175,0.20638759434223175,10540800,0.0,0.0
1980-05-22,0.20638764345936345,0.20719071437064385,0.20397844910621643,0.20397844910621643,5318400,0.0,0.0
1980-05-23,0.21120592951774597,0.2144181932209854,0.21120592951774597,0.21120592951774597,29779200,0.0,0.0
1980-05-27,0.2112060329804999,0.2136152273429417,0.2104029804468155,0.2104029804468155,8332800,0.0,0.0
1980-05-28,0.2152214199304581,0.2184336675841748,0.2152214199304581,0.21522141993045807,6700800,0.0,0.0
1980-05-29,0.2152214199304581,0.2184336675841748,0.2152214199304581,0.21522141993045807,7660800,0.0,0.0
1980-05-30,0.21843354403972626,0.22164580825730795,0.21843354403972626,0.21843354403972626,5721600,0.0,0.0
1980-06-02,0.21923668682575226,0.2224489521002804,0.21923668682575226,0.21923668682575226,6355200,0.0,0.0
1980-06-03,0.2168273679864817,0.2168273679864817,0.21361510455608368,0.21361510455608368,15244800,0.0,0.0
1980-06-04,0.21682740747928617,0.2200396714947639,0.21682740747928617,0.2168274074792862,7680000,0.0,0.0
1980-06-05,0.21682740747928617,0.2200396714947639,0.21682740747928617,0.2168274074792862,6470400,0.0,0.0
1980-06-06,0.21682754375731644,0.2184336675841748,0.2152214199304581,0.21522141993045807,28723200,0.0,0.0
1980-06-09,0.21522124546162455,0.2168273679864817,0.21361510455608368,0.21361510455608368,7545600,0.0,0.0
1980-06-10,0.21602441370487213,0.2192366788627257,0.21602441370487213,0.21602441370487213,17280000,0.0,0.0
1980-06-11,0.21843354403972626,0.22164580825730795,0.21843354403972626,0.21843354403972626,3206400,0.0,0.0
1980-06-12,0.2184336675841748,0.2184336675841748,0.2152214199304581,0.21522141993045807,10809600,0.0,0.0
1980-06-13,0.2152214199304581,0.2184336675841748,0.2152214199304581,0.21522141993045807,3590400,0.0,0.0
